0	0.000000	A4
0	0.068571	A4
0	0.137143	A5
0	0.274286	E5
0	0.480000	D5#
0	0.617143	D5
0	0.754286	C5
0	0.891429	A4
0	0.960000	C5
1	0.028571	D5
1	0.097143	G4
1	0.165714	G4
1	0.234286	A5
1	0.371429	E5
1	0.577143	D5#
1	0.714286	D5
1	0.851429	C5
1	0.988571	A4
2	0.057143	C5
2	0.125714	D5
2	0.194286	F4#
2	0.262857	F4#
2	0.331429	A5
2	0.468571	E5
2	0.674286	D5#
2	0.811429	D5
2	0.948571	C5
3	0.085714	A4
3	0.154286	C5
3	0.222857	D5
3	0.291429	F4
3	0.360000	F4
3	0.428571	A5
3	0.565714	E5
3	0.771429	D5#
3	0.908571	D5
4	0.045714	C5
4	0.182857	A4
4	0.251429	C5
4	0.320000	D5
4	0.388571	A4
4	0.457143	A4
4	0.525714	A5
4	0.662857	E5
4	0.868571	D5#
5	0.005714	D5
5	0.142857	C5
5	0.280000	A4
5	0.348571	C5
5	0.417143	D5
5	0.485714	G4
5	0.554286	G4
5	0.622857	A5
5	0.760000	E5
5	0.965714	D5#
6	0.102857	D5
6	0.240000	C5
6	0.377143	A4
6	0.445714	C5
6	0.514286	D5
6	0.582857	F4#
6	0.651429	F4#
6	0.720000	A5
6	0.857143	E5
7	0.062857	D5#
7	0.200000	D5
7	0.337143	C5
7	0.474286	A4
7	0.542857	C5
7	0.611429	D5
7	0.680000	F4
7	0.748571	F4
7	0.817143	A5
7	0.954286	E5
8	0.160000	D5#
8	0.297143	D5
8	0.434286	C5
8	0.571429	A4
8	0.640000	C5
8	0.708571	D5
21	0.942857	A4
22	0.011429	A4
22	0.080000	A5
22	0.217143	E5
22	0.422857	D5#
22	0.560000	D5
22	0.697143	C5
22	0.834286	A4
22	0.902857	C5
22	0.971429	D5
23	0.040000	G4
23	0.108571	G4
23	0.177143	A5
23	0.314286	E5
23	0.520000	D5#
23	0.657143	D5
23	0.794286	C5
23	0.931429	A4
24	0.000000	C5
24	0.068571	D5
24	0.137143	F4#
24	0.205714	F4#
24	0.274286	A5
24	0.411429	E5
24	0.617143	D5#
24	0.754286	D5
24	0.891429	C5
25	0.028571	A4
25	0.097143	C5
25	0.165714	D5
25	0.234286	F4
25	0.302857	F4
25	0.371429	A5
25	0.508571	E5
25	0.714286	D5#
25	0.851429	D5
25	0.988571	C5
26	0.125714	A4
26	0.194286	C5
26	0.262857	D5
52	0.662857	A4
52	0.731429	A4
52	0.800000	A5
52	0.937143	E5
53	0.142857	D5#
53	0.280000	D5
53	0.417143	C5
53	0.554286	A4
53	0.622857	C5
53	0.691429	D5
53	0.760000	G4
53	0.828571	G4
53	0.897143	A5
54	0.034286	E5
54	0.240000	D5#
54	0.377143	D5
54	0.514286	C5
54	0.651429	A4
54	0.720000	C5
54	0.788571	D5
54	0.857143	F4#
54	0.925714	F4#
54	0.994286	A5
55	0.131429	E5
55	0.337143	D5#
55	0.474286	D5
55	0.611429	C5
55	0.748571	A4
55	0.817143	C5
55	0.885714	D5
55	0.954286	F4
56	0.022857	F4
56	0.091429	A5
56	0.228571	E5
56	0.434286	D5#
56	0.571429	D5
56	0.708571	C5
56	0.845714	A4
56	0.914286	C5
56	0.982857	D5
57	0.051429	A4
57	0.120000	A4
57	0.188571	A5
57	0.325714	E5
57	0.531429	D5#
57	0.668571	D5
57	0.805714	C5
57	0.942857	A4
58	0.011429	C5
58	0.080000	D5
58	0.148571	G4
58	0.217143	G4
58	0.285714	A5
58	0.422857	E5
58	0.628571	D5#
58	0.765714	D5
58	0.902857	C5
59	0.040000	A4
59	0.108571	C5
59	0.177143	D5
59	0.382857	C4
59	0.382857	C4
59	0.382857	C6
59	0.382857	C5
59	0.520000	B3
59	0.520000	B3
59	0.520000	B5
59	0.520000	B4
59	0.725714	G3
59	0.725714	G3
59	0.725714	G5
59	0.725714	G4
59	0.862857	B3
59	0.862857	B3
59	0.862857	B5
59	0.862857	B4
59	0.997143	A3
59	0.997143	A5
59	0.997143	A4
59	0.997143	A3
60	0.137143	E3
60	0.137143	E4
60	0.137143	E5
60	0.137143	E3
60	0.205714	G3
60	0.205714	G4
60	0.205714	G5
60	0.205714	G3
60	0.274286	A3
60	0.274286	A3
60	0.274286	A5
60	0.274286	A4
60	0.480000	C4
60	0.480000	C4
60	0.480000	C6
60	0.480000	C5
60	0.617143	B3
60	0.617143	B3
60	0.617143	B5
60	0.617143	B4
60	0.822857	G3
60	0.822857	G3
60	0.822857	G5
60	0.822857	G4
60	0.960000	B3
60	0.960000	B3
60	0.960000	B5
60	0.960000	B4
61	0.094286	A3
61	0.094286	A5
61	0.094286	A4
61	0.094286	A3
61	0.234286	E3
61	0.234286	E4
61	0.234286	E5
61	0.234286	E3
61	0.302857	G3
61	0.302857	G4
61	0.302857	G5
61	0.302857	G3
61	0.371429	A3
61	0.371429	A3
61	0.371429	A5
61	0.371429	A4
76	0.800000	A4
76	0.868571	A4
76	0.937143	A5
77	0.074286	E5
77	0.280000	D5#
77	0.417143	D5
77	0.554286	C5
77	0.691429	A4
77	0.760000	C5
77	0.828571	D5
77	0.897143	A4
77	0.965714	A4
78	0.034286	A5
78	0.171429	E5
78	0.377143	D5#
78	0.514286	D5
78	0.651429	C5
78	0.788571	A4
78	0.857143	C5
78	0.925714	D5
78	0.994286	F4
79	0.062857	F4
79	0.131429	A5
